                                                                                                                                                                                                                                                                
                        1
               freq_units
CYC_PER_DAY              
                        1                         2                         3                         4                         5                         6                         7                         8                         9
  0.2821011733458616E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3003676506556547E+000   0.0000000000000000E+000                         1                       -47   0.8149727502569801E-001   0.0000000000000000E+000
  0.3107692333413538E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3060195689378802E+000   0.0000000000000000E+000                         1                       -46   0.8303078217157024E-001   0.0000000000000000E+000
  0.3142490074075245E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3122998124146503E+000   0.0000000000000000E+000                         1                       -45   0.8473476969731561E-001   0.0000000000000000E+000
  0.3293203567471999E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3193766882244363E+000   0.0000000000000000E+000                         1                       -44   0.8665490354972580E-001   0.0000000000000000E+000
  0.3558059859555223E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3270598093681636E+000   0.0000000000000000E+000                         1                       -43   0.8873952696219818E-001   0.0000000000000000E+000
  0.3896762994971588E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3352318262950263E+000   0.0000000000000000E+000                         1                       -42   0.9095680005918257E-001   0.0000000000000000E+000
  0.4310490690133371E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3438360657051265E+000   0.0000000000000000E+000                         1                       -41   0.9329134595339332E-001   0.0000000000000000E+000
  0.4841994733294096E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3528149540567457E+000   0.0000000000000000E+000                         1                       -40   0.9572754349936619E-001   0.0000000000000000E+000
  0.5606569777966641E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3620013916688349E+000   0.0000000000000000E+000                         1                       -39   0.9822005436378393E-001   0.0000000000000000E+000
  0.6938458419061072E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3708955732314874E+000   0.0000000000000000E+000                         1                       -38   0.1006332688339765E+000   0.0000000000000000E+000
  0.8058088564064011E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3790779508818719E+000   0.0000000000000000E+000                         1                       -37   0.1028533530550366E+000   0.0000000000000000E+000
  0.7529680375065981E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3880726908834664E+000   0.0000000000000000E+000                         1                       -36   0.1052938515511113E+000   0.0000000000000000E+000
  0.7490814767690111E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.3987943714211213E+000   0.0000000000000000E+000                         1                       -35   0.1082029123158361E+000   0.0000000000000000E+000
  0.7987192794504169E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.4107777881123834E+000   0.0000000000000000E+000                         1                       -34   0.1114543137357411E+000   0.0000000000000000E+000
  0.8779246395346849E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.4237755493047622E+000   0.0000000000000000E+000                         1                       -33   0.1149809322524202E+000   0.0000000000000000E+000
  0.9749206991649487E-005   0.6959434547443176E+034   0.1862983873617408E+012   0.4377355664142824E+000   0.0000000000000000E+000                         1                       -32   0.1187686349269745E+000   0.0000000000000000E+000
  0.1084590476423811E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.4526236342889428E+000   0.0000000000000000E+000                         1                       -31   0.1228081410440079E+000   0.0000000000000000E+000
  0.1218259653822600E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.4683243791468388E+000   0.0000000000000000E+000                         1                       -30   0.1270681468036134E+000   0.0000000000000000E+000
  0.1438038671727849E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.4844625286776388E+000   0.0000000000000000E+000                         1                       -29   0.1314468314184397E+000   0.0000000000000000E+000
  0.1891257193884767E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.4998895764315115E+000   0.0000000000000000E+000                         1                       -28   0.1356325762910568E+000   0.0000000000000000E+000
  0.2164388945522972E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.5142696840531916E+000   0.0000000000000000E+000                         1                       -27   0.1395342600548877E+000   0.0000000000000000E+000
  0.2101680880209956E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.5313926178456837E+000   0.0000000000000000E+000                         1                       -26   0.1441801413323404E+000   0.0000000000000000E+000
  0.2311097867803608E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.5521804212502374E+000   0.0000000000000000E+000                         1                       -25   0.1498203936282950E+000   0.0000000000000000E+000
  0.2714430439992427E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.5757077717593313E+000   0.0000000000000000E+000                         1                       -24   0.1562039537449727E+000   0.0000000000000000E+000
  0.3298760311479771E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.6017348713030625E+000   0.0000000000000000E+000                         1                       -23   0.1632657584533245E+000   0.0000000000000000E+000
  0.4098946524335470E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.6303631387287265E+000   0.0000000000000000E+000                         1                       -22   0.1710333252295926E+000   0.0000000000000000E+000
  0.5151015001988966E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.6616665248662620E+000   0.0000000000000000E+000                         1                       -21   0.1795267187881786E+000   0.0000000000000000E+000
  0.6636050101476938E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.6951679845076845E+000   0.0000000000000000E+000                         1                       -20   0.1886165048027497E+000   0.0000000000000000E+000
  0.9569758547145069E-004   0.6959434547443176E+034   0.1862983873617408E+012   0.7281700800358185E+000   0.0000000000000000E+000                         1                       -19   0.1975708008123558E+000   0.0000000000000000E+000
  0.1233359897422030E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.7574175121308789E+000   0.0000000000000000E+000                         1                       -18   0.2055063624883338E+000   0.0000000000000000E+000
  0.1203937407193932E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.7932185028378776E+000   0.0000000000000000E+000                         1                       -17   0.2152200689393178E+000   0.0000000000000000E+000
  0.1499257912105620E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.8397101874782479E+000   0.0000000000000000E+000                         1                       -16   0.2278344287123280E+000   0.0000000000000000E+000
  0.2180312844671063E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.8949874828372482E+000   0.0000000000000000E+000                         1                       -15   0.2428325449632479E+000   0.0000000000000000E+000
  0.3447043343047329E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.9598076246845187E+000   0.0000000000000000E+000                         1                       -14   0.2604198747432709E+000   0.0000000000000000E+000
  0.5602044399307650E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.1035970309056331E+001   0.0000000000000000E+000                         1                       -13   0.2810847207125222E+000   0.0000000000000000E+000
  0.9092459279622394E-003   0.6959434547443176E+034   0.1862983873617408E+012   0.1125289242362372E+001   0.0000000000000000E+000                         1                       -12   0.3053191868967300E+000   0.0000000000000000E+000
  0.1539360265857728E-002   0.6959434547443176E+034   0.1862983873617408E+012   0.1229237289026982E+001   0.0000000000000000E+000                         1                       -11   0.3335228983447437E+000   0.0000000000000000E+000
  0.3018624621778632E-002   0.6959434547443176E+034   0.1862983873617408E+012   0.1348498070431689E+001   0.0000000000000000E+000                         1                       -10   0.3658813386784583E+000   0.0000000000000000E+000
  0.7593198685411389E-002   0.6959434547443176E+034   0.1862983873617408E+012   0.1467691859033986E+001   0.0000000000000000E+000                         1                        -9   0.3982216021851050E+000   0.0000000000000000E+000
  0.1100646294239549E-001   0.6959434547443176E+034   0.1862983873617408E+012   0.1583943160897813E+001   0.0000000000000000E+000                         1                        -8   0.4297634952598460E+000   0.0000000000000000E+000
  0.1763183284737488E-001   0.6959434547443176E+034   0.1862983873617408E+012   0.1777977116250159E+001   0.0000000000000000E+000                         1                        -7   0.4824097725442218E+000   0.0000000000000000E+000
  0.3560410398881756E-001   0.6959434547443176E+034   0.1862983873617408E+012   0.2067368974159296E+001   0.0000000000000000E+000                         1                        -6   0.5609290397913341E+000   0.0000000000000000E+000
  0.7000874049721259E-001   0.6959434547443176E+034   0.1862983873617408E+012   0.2483626535398733E+001   0.0000000000000000E+000                         1                        -5   0.6738701533759907E+000   0.0000000000000000E+000
